District,Constituency,Name,Political Party,Votes
,MAKINDYE-SSABAGABO MUNICIPALITY,MUNDUNI  PHILIP,INDEPENDENT,1449
,MAKINDYE-SSABAGABO MUNICIPALITY,JJINGO  WASAAKA  KISAKYE,INDEPENDENT,823
,MAKINDYE-SSABAGABO MUNICIPALITY,KARUGABA  JETHRO   NKWITA,FDC,557
,MAKINDYE-SSABAGABO MUNICIPALITY,KANGUME  ALI,ANT,275
,MAKINDYE-SSABAGABO MUNICIPALITY,KALANZI  ROBISON,CP,140
,MAKINDYE-SSABAGABO MUNICIPALITY,MBIGITTI  GODFREY  JONAH,INDEPENDENT,78
WAKISO,NANSANA MUNICIPALITY,WAKAYIMA  MUSOKE HANNINGTON  NSEREKO,NUP,67862
,NANSANA MUNICIPALITY,KASULE  ROBERT  SEBUNYA,NRM,15367
,NANSANA MUNICIPALITY,KAWEESA  STEPHEN,INDEPENDENT,8930
WAKISO,NANSANA MUNICIPALITY,SEKYEWA  RASHID  KHAMIS,INDEPENDENT,3911
,NANSANA MUNICIPALITY,KATUMWA  DAVID,INDEPENDENT,2364
,NANSANA MUNICIPALITY,KIBUUKA  EDWRINE,DP,2253
,NANSANA MUNICIPALITY,MUSOKE  ENOCH  KINTU,INDEPENDENT,1761
,NANSANA MUNICIPALITY,MUSOKE  HAMISI  WALUSIMBI,FDC,744
,NANSANA MUNICIPALITY,KAAYA  RAJAB  SEMALULU,ANT,703
YUMBE,ARINGA COUNTY,EZAMA  SIRAJI BRAHAN,NRM,6185
,ARINGA COUNTY,OLEGA  ASHRAF NOAH,INDEPENDENT,3792
,ARINGA COUNTY,TIBRICHU  HABIB AMIN,INDEPENDENT,3366
,ARINGA COUNTY,ANDABATI  YUSUF,NUP,1501
,ARINGA COUNTY,CHANDIGA  GADAFI,FDC,125
,ARINGA COUNTY,BAKOLE  MURSAL JALALI,INDEPENDENT,82
YUMBE,ARINGA EAST COUNTY,OLERU  HUDA ABASON,NRM,8185
,ARINGA EAST COUNTY,OMIA  ZUBEIR JUVENILE,INDEPENDENT,5453
,ARINGA EAST COUNTY,OCEMACENI  JOSEPH,INDEPENDENT,1212
,ARINGA EAST COUNTY,ARIGA  RASOUL IBRAHIM,INDEPENDENT,323
,ARINGA EAST COUNTY,OLEGA  ISHAQA,NUP,232
YUMBE,ARINGA NORTH COUNTY,ONZIMA  GODFREY,NRM,12597
,ARINGA NORTH COUNTY,ACHILE  MANOAH MILA,INDEPENDENT,4990
YUMBE,ARINGA SOUTH  COUNTY,ALIONI  YORKE ODRIA,NRM,13870
,ARINGA SOUTH  COUNTY,MUSEMA  MUDATHIR BRUCE,FDC,7451
,ARINGA SOUTH  COUNTY,ANGULIBO  SIRAJI,NUP,869
ZOMBO,OKORO COUNTY,OKUMU GABRIEL,NRM,25810
,OKORO COUNTY,KERMUNDU MARTIN NEN- ONGO,INDEPENDENT,3905
,OKORO COUNTY,KUMIRA NICHOLAS ANGALA,INDEPENDENT,1965
,OKORO COUNTY,OFOYORWOTH GABRIEL,ANT,718
ZOMBO,ORA COUNTY,BIYIKA  LAWRENCE SONGA,NRM,19684
,ORA COUNTY,SUMBA  RONALD RUPINY,INDEPENDENT,7320
,ORA COUNTY,JAWOTHU OKURA  FRED,FDC,1275
,ORA COUNTY,OCAKOWUN  FELIX,INDEPENDENT,461
CATEGORY:            District Woman Representative,,,,
ABIM,ABIM,OKORI MOE  JANET GRACE AKECH,NRM,7705
,ABIM,AUMA  JULIANA MODEST,INDEPENDENT,7608
,ABIM,NAMUNU  PASKA OTTO,INDEPENDENT,6920
,ABIM,APIO  SANTINA GRACE ABIA,INDEPENDENT,1787
ADJUMANI,ADJUMANI,ABABIKU  JESCA,NRM,32488
,ADJUMANI,ERIYO  JESCA,INDEPENDENT,12341
,ADJUMANI,MASUDIO  JOSEPHINE,INDEPENDENT,1432
,ADJUMANI,KOLIBA  MONICA KOTEVU,INDEPENDENT,852
,ADJUMANI,VUSIYA  BANGI LINA PYERA,INDEPENDENT,693
AGAGO,AGAGO,AKELLO  BEATRICE AKORI,NRM,31621
,AGAGO,AKELLO  JUDITH FRANCA,FDC,26840
,AGAGO,ABALO  LILLIAN ONGOM,INDEPENDENT,3819
,AGAGO,ABER  LILLY GORRETTI,INDEPENDENT,1911
,AGAGO,OKIDI  WINNIE,INDEPENDENT,1180
ALEBTONG,ALEBTONG,ACEN  DORCUS,NRM,29184
,ALEBTONG,ACHEN  CHRISTINE AYO,INDEPENDENT,17269
,ALEBTONG,ABONGO  O. ELIZABETH,FDC,11672
,ALEBTONG,ATIM  JUDITH JOY,UPC,6346
,ALEBTONG,ALUM  CATHERINE JOGOLE,INDEPENDENT,1582
,ALEBTONG,AKULLU  EMILY OMACARA,INDEPENDENT,1040
AMOLATAR,AMOLATAR,ATIM  AGNES APEA,NRM,23926
AMOLATAR,AMOLATAR,AMULE  DOREEN RUTH,INDEPENDENT,20174
,AMOLATAR,ANGWECH  COLLINE,INDEPENDENT,7308
,AMOLATAR,AMALI  CAROLINE OKAO,INDEPENDENT,556
,AMOLATAR,AKELLO  LOYCE,UPC,470
AMUDAT,AMUDAT,CHELAIN  BETTY LOUKE,NRM,15685
,AMUDAT,CHEUTICH  RUFINA,INDEPENDENT,11154
,AMUDAT,NAUWAT  ROSEMARY,INDEPENDENT,3981
AMURIA,AMURIA,AMERO  SUSAN,INDEPENDENT,20284
,AMURIA,ACEN  RHODA,NRM,18341
,AMURIA,ALEO  DEBORAH MARY,FDC,11469
,AMURIA,ALIAMO  EUNICE,INDEPENDENT,6645
,AMURIA,ALASO  ESEZA,INDEPENDENT,953
AMURU,AMURU,AKELLO  LUCY,FDC,21183
,AMURU,ANGEYO  LUCY KIJANGE,NRM,15353
APAC,APAC,AWOR  BETTY ENGOLA,NRM,28002
,APAC,ACHOLA  SUSAN ENGOLA,UPC,24761
,APAC,ADIE  REBECCA MORO,INDEPENDENT,1185
ARUA,ARUA,PAPARU LILLIAN OBIALE,NRM,
ARUA CITY,ARUA CITY,OSORU  MOURINE,NRM,39752
,ARUA CITY,BAKO  CHRISTINE ABIA,ANT,14044
,ARUA CITY,SHEILLAH  PRINCESS OBIA,NUP,11832
,ARUA CITY,IZUMA  FABIOLLAH ANNETTE,INDEPENDENT,6380
,ARUA CITY,ACHAN  HELLEN,FDC,2476
BUDAKA,BUDAKA,KAMUGO PAMELA  NASIYO,NRM,24042
,BUDAKA,BABULA NOEL KATAIKE MATILDA,INDEPENDENT,14931
,BUDAKA,BALUKA  HILDA LILLY,INDEPENDENT,8864
,BUDAKA,KATAIKE  SARAH NDOBOLI,INDEPENDENT,6275
,BUDAKA,MUGOYA  ANNAH,INDEPENDENT,3841
,BUDAKA,NANKOMA  BARBRA,NUP,2837
,BUDAKA,NABUKWASI DINAH  RACHEAL KAMIZA,FDC,2464
,BUDAKA,KAHWA MARGARET MBULAITEYE SAIMO,INDEPENDENT,438
,BUDAKA,NAKIRYA  KUNGU PAMELA,INDEPENDENT,270
,BUDAKA,SHOPI  BRENDA IZABEL,INDEPENDENT,253
BUDUDA,BUDUDA,NANDUTU  AGNESS,INDEPENDENT,27516
BUDUDA,BUDUDA,KHAINZA  JUSTINE,NRM,17808
BUGIRI,BUGIRI,TAAKA  AGNES,NRM,40638
,BUGIRI,NAMATENDE  EUNICE,FDC,25989
,BUGIRI,BABI  HADIJAH,INDEPENDENT,16769
,BUGIRI,NAMUMBYA  REBECCA,NUP,15353
,BUGIRI,NAIRUBA  FAIBE,INDEPENDENT,1747
,BUGIRI,NAIGAGA  MARY,DP,1223
BUGWERI,BUGWERI,MAGOOLA  RACHEL  MIRIEL,NRM,15739
,BUGWERI,WALUKAMBA  MERCY,NUP,14198
,BUGWERI,AMINAH  MUTESI  NALUGODA,ANT,13084
,BUGWERI,BABIRYE  CAROLINE,INDEPENDENT,1612
,BUGWERI,ABBY  NORAH  KATO KALULE SEWALI,FDC,681
,BUGWERI,BABIRYE  SARAH,JEEMA,681
BUHWEJU,BUHWEJU,KATWESIGYE  OLIVER KOYEKYENGA,NRM,26199
,BUHWEJU,NNAMARA  ANNET OYES BYAMUKAMA,INDEPENDENT,17418
,BUHWEJU,AKANKWASA  PHIONA,INDEPENDENT,2845
,BUHWEJU,BISHANGA  ALICE,FDC,1077
BUHWEJU,BUHWEJU,TUKAMUHEEBWA  MIRIA,INDEPENDENT,482
BUIKWE,BUIKWE,MUTASINGWA  DIANA NANKUNDA KAGYENYI,NRM,43215
,BUIKWE,NANTEZA  RESTY,FDC,41561
,BUIKWE,NABATANZI  FARIDAH,NUP,30275
,BUIKWE,MUKASA  IMMACULATE KABAALE,INDEPENDENT,3613
,BUIKWE,NAKIBUUKA  RASHIDA,DP,2590
,BUIKWE,NANKABIRWA  HARRIET,INDEPENDENT,2237
,BUIKWE,BANDURU  DIANAH,INDEPENDENT,2054
,BUIKWE,NAKIGULI  LYDIA,INDEPENDENT,1408
BUKEDEA,BUKEDEA,AMONG ANITA ANNET,NRM,
BUKOMANSIMBI,BUKOMANSIMBI,NANYONDO  VERONICA NAMAGANDA,NUP,28459
,BUKOMANSIMBI,NAKIWALA  FLORENCE KIYINGI,NRM,16035
,BUKOMANSIMBI,NAKAWUNGU  HALIMAH,INDEPENDENT,1562
,BUKOMANSIMBI,NAMUYANJA  PAMELA,DP,969
BUKWO,BUKWO,CHEMUTAI  EVERLYN,INDEPENDENT,16603
,BUKWO,TETE  CHELANGAT EVERLINE,NRM,15585
,BUKWO,CHEBENI  PAULA,INDEPENDENT,415
BULAMBULI,BULAMBULI,NAFUNA-MULONI  IRENE MARGARET,NRM,28875
,BULAMBULI,WEKOMBA   SARAH NAMBOZO,INDEPENDENT,19656
,BULAMBULI,NAMBOZO  PATIENCE,INDEPENDENT,1133
,BULAMBULI,MUDUWA  SCOVIA,NUP,1009
BULIISA,BULIISA,BIGIRWA  NORAH NYENDWOHA,NRM,23474
,BULIISA,KINOBE  CHARLOTTE,INDEPENDENT,3879
BUNDIBUGYO,BUNDIBUGYO,BEBONA  BABUNGI JOSEPHINE,NRM,36594
,BUNDIBUGYO,NTABAZI  HARRIET,INDEPENDENT,35222
,BUNDIBUGYO,MUSUMBA  HARRIET,NUP,5
BUNYANGABU,BUNYANGABU,MUTUUZO  PEACE REGIS,NRM,34057
,BUNYANGABU,KABAROKOLE  SARAH,INDEPENDENT,23289
BUSHENYI,BUSHENYI,KATUSIIME  ANNET MUGISHA,NRM,73055
,BUSHENYI,ATUHIRE  MADINAH,INDEPENDENT,10658
,BUSHENYI,NSHEMEREIRWE  FEDERICA,FDC,1629
,BUSHENYI,KYAMANYWA  FAITH,ANT,486
BUSIA,BUSIA,AUMA  HELLEN WANDERA,NRM,33701
,BUSIA,NABULINDO  JANE KWOBA,INDEPENDENT,27148
BUSIA,BUSIA,AKELLO  PHANICE MARY,NUP,14605
,BUSIA,NAKKU  FIONA,INDEPENDENT,8184
,BUSIA,NABWIRE  SHARON VERON,INDEPENDENT,6345
,BUSIA,TABU  SARAH,FDC,3650
,BUSIA,BUSINGYE  ESTHER WAFULA,INDEPENDENT,1549
,BUSIA,AUMA  SCOVIA JULIET,INDEPENDENT,1508
,BUSIA,MUGENI  CHARITY,INDEPENDENT,857
BUTALEJA,BUTALEJA,NEBANDA  ANDIRU  FLORENCE,NRM,33105
,BUTALEJA,HAMBA  MULOKI  AGATHA,INDEPENDENT,29586
,BUTALEJA,NAWATENE  CHRISTINE SANNYU,INDEPENDENT,3496
,BUTALEJA,NAMUGAWE  ZAMU WADINDI,INDEPENDENT,2014
,BUTALEJA,WERE  ALLEN  WEGULO,NUP,1922
BUTAMBALA,BUTAMBALA,NALULE  ASHA AISHA KABANDA,NUP,22335
,BUTAMBALA,MIREMBE  LYDIA DAPHINE,NRM,14623
,BUTAMBALA,NABWAMI  REHEMA SSENGENDO,FDC,187
,BUTAMBALA,NALUNGA  SIRAJE RASHIDA,INDEPENDENT,86
BUTEBO,BUTEBO,AMEEDE  AGNES,INDEPENDENT,14475
BUTEBO,BUTEBO,AISU  ELIZABETH,NRM,12175
,BUTEBO,LOGOSE  MONICA,INDEPENDENT,8341
,BUTEBO,BASIIMA  SCOVIA,FDC,424
BUVUMA,BUVUMA,MUGABI  SUSAN,NUP,8154
,BUVUMA,NAGUJJA  JUDITH,NRM,6780
,BUVUMA,NANTUME  JANEPHER EGUNYU,INDEPENDENT,6671
BUYENDE,BUYENDE,NAKATO  MARY ANNET,INDEPENDENT,38650
,BUYENDE,BABIRYE  VERONICA KADOGO,NRM,28347
,BUYENDE,NAMULONDO  SARAH,INDEPENDENT,9143
,BUYENDE,MUKYALA  RUTH,INDEPENDENT,3568
,BUYENDE,BIIBI  SHARIFAH,NUP,3005
DOKOLO,DOKOLO,ATIM OGWAL  CECILIA BARBARA,FDC,32223
,DOKOLO,ADONGO ELAU  JANET ROSE OKELLO,NRM,16880
,DOKOLO,AGUTI  SARAH,UPC,10460
FORT PORTAL CITY,FORT PORTAL CITY,LINDA  IRENE,NRM,22563
,FORT PORTAL CITY,RWABWOGO  SYLIVIA,INDEPENDENT,7373
,FORT PORTAL CITY,MUKIDI  JUDITH,INDEPENDENT,3174
FORT PORTAL CITY,FORT PORTAL CITY,KIHUNDE  SYLIVIA,NUP,1110
,FORT PORTAL CITY,FOBBE'S  MASTULA SAIDI,INDEPENDENT,1036
,FORT PORTAL CITY,KARUNGI  JOSELYNE,INDEPENDENT,891
,FORT PORTAL CITY,KANSIIME  MARJORIE ANNET,ANT,381
GOMBA,GOMBA,NAYEBALE  SYLVIA,NRM,30253
,GOMBA,SENTAMU  BETTY,NUP,22657
,GOMBA,NAKATO  KYABANGI,INDEPENDENT,1716
GULU,GULU,LAKER  SHARON BALMOYI,NRM,6145
,GULU,OKELLO  GORETTI ODOKI,DP,4331
,GULU,ATIM  BETTY,INDEPENDENT,3492
,GULU,AMONO  ROSE ALICE ABILI,FDC,2421
,GULU,PILOYA  EVELYN GLORIA,INDEPENDENT,1751
,GULU,LAPOTI  LUCY,INDEPENDENT,904
,GULU,LALAM  IRENE,NUP,708
,GULU,APIO  ROSEMARY MPANDE,INDEPENDENT,648
GULU CITY,GULU CITY,AOL  BETTY OCAN,FDC,14706
,GULU CITY,LAKER  JOLLY GRACE ANDRUVILE OKOT,DP,10458
GULU CITY,GULU CITY,ATIM  ROSEMARY,INDEPENDENT,3390
,GULU CITY,LAPOLO  MARIEA SHAKA,NRM,3156
,GULU CITY,AUMA  VENTO OGORA,INDEPENDENT,1132
,GULU CITY,ATIMANGO  CHRISTINE ODONGO,INDEPENDENT,660
,GULU CITY,LANYERO  GERTRUDE,ANT,100
HOIMA,HOIMA,BUSINGE  HARRIET,NRM,28426
,HOIMA,WEMBABAZI  BEATRICE,INDEPENDENT,18271
,HOIMA,NYAMUHAIBONA  MARY,NUP,5659
,HOIMA,MULINDWA  VENAH,ANT,1022
,HOIMA,NABISEERE  REHEMAH,FDC,509
HOIMA CITY,HOIMA CITY,NYAKATO  ASINANSI,FDC,18137
,HOIMA CITY,KABASINDI  VIOLET KIBERU,NRM,11256
,HOIMA CITY,PLAN  NABISUBI BERNADETTE,INDEPENDENT,4821
,HOIMA CITY,KIIZA  BRIDGET,NUP,1246
IBANDA,IBANDA,BAINOMUGISHA  JANE KABAJUNGU,NRM,44638
,IBANDA,KALIISA  JOVRINE KYOMUKAMA,INDEPENDENT,42803
,IBANDA,KICONCO  EVALYNE,NUP,611
IBANDA,IBANDA,NASASIRA  ABIA,ANT,400
,IBANDA,NAMARA  IMMACULATE,DP,106
IGANGA,IGANGA,KAUMA  SAUDA,NRM,43147
,IGANGA,MARIAM  SEIF,INDEPENDENT,31858
,IGANGA,KAKEREWE  AZIZA,NUP,12618
,IGANGA,NANTALE  MARRIAM,FDC,4761
,IGANGA,TALIKAZA  REBECCA,INDEPENDENT,2185
,IGANGA,NASSANGA  JACKLINE OBA,INDEPENDENT,631
ISINGIRO,ISINGIRO,MUGUMYA  CLARE,NRM,105244
,ISINGIRO,AYEBAZIBWE  JASTINE,INDEPENDENT,73405
JINJA,JINJA,KATALI  LOY,NRM,18842
,JINJA,TIBYAZE  PEACE,INDEPENDENT,18043
,JINJA,NAMBI  MIRIA,NUP,11730
,JINJA,NABIRYE  AGNES BAGANZI,INDEPENDENT,7162
,JINJA,BYUMA  BETTY TUUSE,FDC,3798
,JINJA,NAMUSOBYA  SARAFINA BETTY,INDEPENDENT,1722
,JINJA,TULIRINYA  SHARON MARY,DP,1114
JINJA,JINJA,KAMAALI  RACHEAL WABULIRIRE,INDEPENDENT,418
JINJA CITY,JINJA CITY,KYEBAKUTIKA  MANJERI,NUP,26952
,JINJA CITY,MUSIKA  ANNET,NRM,17477
,JINJA CITY,NABUKWASI  PETRA ENID,FDC,8709
,JINJA CITY,NAIGAGA  LILIAN,INDEPENDENT,5959
,JINJA CITY,KYEMBA  JANET RACHEAL,INDEPENDENT,3302
,JINJA CITY,NAMUYOMBA  MARY,INDEPENDENT,2658
,JINJA CITY,NAMUBIRU  HADIJJA,INDEPENDENT,1320
,JINJA CITY,MINGAH  HAAWA,JEEMA,944
,JINJA CITY,MUKAANI  AMINAH BALUNYWA,INDEPENDENT,554
,JINJA CITY,WEKIYA  IRENE  FLORENCE PERSIS,INDEPENDENT,414
,JINJA CITY,NAISANGA  STELLA,ANT,408
,JINJA CITY,NDIKUWA  BIZUWENA,UPC,116
KAABONG,KAABONG,NAKWANG  CHRISTINE TUBO,NRM,18853
,KAABONG,FARDOSA  AHMED,INDEPENDENT,8323
,KAABONG,NAPEYOK OSIRE  JESCA RUTH,INDEPENDENT,2803
,KAABONG,LOSIKE  ANJELLA LUCKY,NUP,417
KAABONG,KAABONG,MWAVITA  ALISA LOPS,FDC,335
KABALE,KABALE,ATWAKIIRE  CATHELINE NDAMIRA,NRM,45738
,KABALE,ATUHEIRE  ENID ORIGUMISIRIZA,INDEPENDENT,41632
,KABALE,NATUKUNDA  SUSAN,FDC,2515
KABAROLE,KABAROLE,BUSINGE  VICTORIA RUSOKE,NRM,45134
,KABAROLE,KOBUGABE  LILIAN,NUP,15439
,KABAROLE,BIRUNGI  ELIZABETH,FDC,2114
KABERAMAIDO,KABERAMAIDO,AWICH  JANE,NRM,14700
,KABERAMAIDO,AMONGIN  JANE FRANCES OKILI,INDEPENDENT,12114
,KABERAMAIDO,EKWAU  IBI FLORENCE,FDC,5633
,KABERAMAIDO,AMAYO  IRYN ANYOBU,NUP,768
,KABERAMAIDO,NANTALO  LEAH,INDEPENDENT,358
KAGADI,KAGADI,MBABAZI  JANEPHER KYOMUHENDO,NRM,65791
,KAGADI,NAZIIWA  MARGRET,INDEPENDENT,43546
,KAGADI,NYAKAISIKI  PROSCOVIA BAMUTURA,INDEPENDENT,1376
KAKUMIRO,KAKUMIRO,NABBANJA  ROBINAH,NRM,61498
,KAKUMIRO,BAKEINE  MABEL LILLIAN KOMUGISHA,INDEPENDENT,20527
KAKUMIRO,KAKUMIRO,KOHEIRWE  ALLEN   MUTABAZI,INDEPENDENT,5300
KALAKI,KALAKI,AYOO  JENIFFER NALUKWAGO,NRM,16489
,KALAKI,AJILO  MARIA GORETTI ELOGU,INDEPENDENT,15738
,KALAKI,ASAO  SUSAN,FDC,2964
KALANGALA,KALANGALA,NAKIMULI  HELEN,NUP,9791
,KALANGALA,NABAYIGA  IDAH,NRM,8519
,KALANGALA,NAKIMERA  LYDIA,INDEPENDENT,932
KALIRO,KALIRO,NAMUKUTA  BRENDA,NRM,38844
,KALIRO,NABUGERE  MUNAABA FLAVIA,INDEPENDENT,16128
,KALIRO,KISAKYE  ANGELYNE,FDC,6902
,KALIRO,ABENAKYO  MARIAM,INDEPENDENT,2846
,KALIRO,NANYANZI  SARAH JULIET,INDEPENDENT,1851
,KALIRO,NAIGA  REBECCA IRENE EREEMYE,UPC,1138
,KALIRO,NAMUSISI  SANUBI,INDEPENDENT,821
KALUNGU,KALUNGU,SEKINDI  AISHA,NRM,25451
,KALUNGU,KIGGUNDU  FIONA MIREMBE,NUP,21668
,KALUNGU,WALIGGO  AISHA NULUYATI,DP,8754
KAMPALA,KAMPALA,MALENDE  SHAMIM,NUP,314865
,KAMPALA,NAMBI  FARIDAH,NRM,94870
,KAMPALA,NYANZI  STELLA,FDC,61190
,KAMPALA,NABUNJE  SUMAYIYAH MUWONGE,DP,16512
,KAMPALA,NAMUGWANYA  REBECCA ROBINAH,INDEPENDENT,5680
,KAMPALA,KASIRI  EVELYN KENT,INDEPENDENT,3880
,KAMPALA,MUBIRU  FATUMAH,JEEMA,2921
,KAMPALA,NABASIRYE  AISHAH,ANT,2710
,KAMPALA,NANFUMA  SHAMIM,INDEPENDENT,2571
KAMULI,KAMULI,KADAGA  REBECCA,NRM,92840
,KAMULI,SALAAMU  MUSUMBA PROSCOVIA,FDC,26909
,KAMULI,BABIRYE  BRIDGET,NUP,10787
KAMWENGE,KAMWENGE,BAHIREIRA  TUMWEKWASE SYLVIA,INDEPENDENT,38309
,KAMWENGE,AZAIRWE  DOROTHY KABARAITSYA,NRM,36601
KANUNGU,KANUNGU,KINSHABA  PATIENCE NKUNDA,NRM,47967
,KANUNGU,KANSIIME  HONEST FORTUNATE,INDEPENDENT,16043
,KANUNGU,KARUNGI  ELIZABETH,INDEPENDENT,15939
KANUNGU,KANUNGU,MUREKATETE  SHANTARI,INDEPENDENT,3962
,KANUNGU,ASIIMWE  MACKLINE,FDC,1584
,KANUNGU,KYARISIIMA  CHARITY,INDEPENDENT,1074
KAPCHORWA,KAPCHORWA,CHEMUTAI  PHYLLIS,NRM,18060
,KAPCHORWA,CHEKAMONDO  RUKIYA KULANY,INDEPENDENT,8535
,KAPCHORWA,BEULAH  JULIET CHEPOYEYIN,INDEPENDENT,6581
,KAPCHORWA,SEIKO  JALIA CHEKASIRE,INDEPENDENT,5772
,KAPCHORWA,CHEMUTAI  HARRIET,NUP,610
,KAPCHORWA,KABANYORO  PHIONA,ANT,238
KAPELEBYONG,KAPELEBYONG,ATUTO  JACINTA,NRM,7596
,KAPELEBYONG,ADUPO  FLORENCE,FDC,7472
,KAPELEBYONG,AJUPO  JOYCE HARRIET,INDEPENDENT,7466
,KAPELEBYONG,AREGO  ANGELLA OJAKALA,INDEPENDENT,1377
,KAPELEBYONG,ASIO  REGINE,INDEPENDENT,1307
,KAPELEBYONG,AKELLO  CAROLINE,INDEPENDENT,906
,KAPELEBYONG,ADIO  WINIFRED,INDEPENDENT,247
,KAPELEBYONG,AMODING  HARRIET,INDEPENDENT,200
KARENGA,KARENGA,AKELLO  ROSE LILLY,NRM,10659
,KARENGA,AKOT  SANTINA IBOI,INDEPENDENT,3640
KASESE,KASESE,KABUGHO  FLORENCE,FDC,101072
,KASESE,SARAH  ITUNGU MASEREKA,NRM,73924
,KASESE,KABUGHO  MARY  MARYLYN,INDEPENDENT,48545
,KASESE,KATEMBO  FATUMA,NUP,12378
KASSANDA,KASSANDA,NABAGABE  KALULE FLAVIA,NUP,40990
,KASSANDA,NALUBOWA  NAWIRAH,NRM,25848
,KASSANDA,NANTONGO  JANE SSEMUDDU,INDEPENDENT,9602
,KASSANDA,ATUKUNDA  REBECCA MUBANGIZI,INDEPENDENT,6119
,KASSANDA,NAKAZIBWE  FATINAH,INDEPENDENT,2137
KATAKWI,KATAKWI,ALUPO  JESSICA ROSE EPEL,INDEPENDENT,28361
,KATAKWI,AKURUT  VIOLET ADOME,NRM,20386
,KATAKWI,APUNO  CLARE,INDEPENDENT,4703
,KATAKWI,AGUTI  STELLA JANE,FDC,1699
,KATAKWI,AKITENG  JANE FRANCES,INDEPENDENT,1496
,KATAKWI,ILEMUKORIT  JANE,INDEPENDENT,698
KATAKWI,KATAKWI,AMODOI  JUDITH,INDEPENDENT,364
KAYUNGA,KAYUNGA,NANTABA  IDAH ERIOS,INDEPENDENT,42725
,KAYUNGA,NAKWEEDE  HARRIET,NUP,37117
,KAYUNGA,BIRUNGI KOBUSINGYE JACKLINE,INDEPENDENT,10202
,KAYUNGA,NALUBWAMA  AGATHA,NRM,9237
,KAYUNGA,NABIRYE  MARGRET,INDEPENDENT,3648
,KAYUNGA,NAKADDU  BRENDA,FDC,889
,KAYUNGA,WABUZA  LYDIA,DP,303
KAZO,KAZO,MUHEESI  ABAHO JENIFER,NRM,20212
,KAZO,NAWE  MOLLY  KAMUKAMA,INDEPENDENT,16850
,KAZO,KEMIREMBE  RONAH,INDEPENDENT,15526
,KAZO,TUMWEBAZE  PATIENCE,INDEPENDENT,157
,KAZO,AYEBAZIBWE  IRENE,ANT,80
KIBAALE,KIBAALE,KISEMBO  BASEMERA NOELINE,NRM,35604
,KIBAALE,KUNIHIRA  PROSCOVIA,INDEPENDENT,7159
KIBOGA,KIBOGA,KAAYA  CHRISTINE NAKIMWERO,NUP,24767
,KIBOGA,NANKABIRWA  RUTH SSENTAMU,NRM,22878
KIBOGA,KIBOGA,NAKIMULI  AISHA,INDEPENDENT,1759
KIBUKU,KIBUKU,NAMUYANGU  KACHA JENIPHER,NRM,23058
,KIBUKU,MWEBAZA  SARAH WENENE,INDEPENDENT,15925
,KIBUKU,NAKANGU  SUSAN,INDEPENDENT,11575
,KIBUKU,KATOOKO  SYLVIA DAMBA,INDEPENDENT,2856
,KIBUKU,MUSENERO  SYLVIA MAJJARITI,INDEPENDENT,2206
,KIBUKU,NAULA  MANJERI BOLE,FDC,1235
,KIBUKU,NAMUSWA  MARGARET MANGURU,INDEPENDENT,741
,KIBUKU,NAKAZIBWE  SCOVIA,INDEPENDENT,537
,KIBUKU,TAMWENYA  RUTH,INDEPENDENT,527
,KIBUKU,MBOIRA  MARY,INDEPENDENT,368
,KIBUKU,AKWARE  DOREEN,DP,246
KIKUUBE,KIKUUBE,NATUMANYA  FLORA,NRM,39725
,KIKUUBE,KAAHWA  TOPHACE,INDEPENDENT,25089
KIRUHURA,KIRUHURA,TWINOBUSINGYE  JOVANICE,NRM,35319
,KIRUHURA,KABAIJE  SHEILA MWINE,INDEPENDENT,15105
,KIRUHURA,KABARANGIRA  ROSEMARY,ANT,1465
KIRYANDONGO,KIRYANDONGO,KAHUNDE  HELEN,NRM,35490
,KIRYANDONGO,KATUSIIME  JOVIA,INDEPENDENT,21551
KISORO,KISORO,NYIRABASHITSI  SARAH MATEKE,NRM,60849
,KISORO,KABAGYENI  ROSE,INDEPENDENT,43846
,KISORO,MUSANASE  JULIET,INDEPENDENT,3421
,KISORO,KANYANGE  PENINAH,INDEPENDENT,677
KITAGWENDA,KITAGWENDA,NYAKATO  DOROTHY,NRM,26924
,KITAGWENDA,KENYONYOZI  EFRANCE,INDEPENDENT,18925
,KITAGWENDA,ASIIMWE  JOAN,FDC,1482
KITGUM,KITGUM,ABER  LILLIAN,NRM,41192
,KITGUM,ALANYO  OLOBO ROSELINE,UPC,7680
,KITGUM,ADOKORACH  ODUR NORAH,INDEPENDENT,3624
KOBOKO,KOBOKO,TABAN  SHARIFAH AATE,NRM,44614
,KOBOKO,ARIYE  EUNICE OWINYI,INDEPENDENT,4937
KOLE,KOLE,ALYEK  JUDITH,NRM,28505
,KOLE,ACHENG  SANDRA,INDEPENDENT,15036
,KOLE,AUMA  JANNET,UPC,12825
KOLE,KOLE,ALUM  ANNE,INDEPENDENT,9740
,KOLE,LORNA  EUNICE AKULLU,NUP,1420
,KOLE,AKELLO  JENNIFER,INDEPENDENT,1033
KOTIDO,KOTIDO,ALEPER  MARGARET ACHILLA,NRM,25620
,KOTIDO,AKELLO  AGNES LOKOCHIL,INDEPENDENT,13919
,KOTIDO,MUNYES  PRISCA LOTYANG,FDC,1343
KUMI,KUMI,APOLOT  CHRISTINE,NRM,35152
,KUMI,AMODING  MONICAH,INDEPENDENT,29292
,KUMI,ATEMO  MARY GORRETY,FDC,2245
